match_duration, first_dragon, first_baron, first_inhibitor, first_rift_herald, first_blood, bteam_baron_kills, bteam_dragon_kills, bteam_inhibitor_kills, bteam_rift_kills, bteam_tower_kills,bteam_largest_killing_spree, bteam_largest_multi_kill, bteam_highest_champ_lvl, bteam_best_kda, bteam_total_kills, bteam_total_assists, bteam_total_gold_earned, bteam_total_gold_spent, bteam_vision_score, bteam_wards_placed, bteam_wards_killed, bteam_total_minions_killed, bteam_total_dmg_dealt, bteam_total_dmg_dealt_to_champions, bteam_total_dmg_taken, bteam_total_dmg_healed, bteam_total_dmg_self_mitigated, bteam_total_crowd_control_dealt, rteam_baron_kills, rteam_dragon_kills, rteam_inhibitor_kills, rteam_rift_kills, rteam_tower_kills, rteam_largest_killing_spree, rteam_largest_multi_kill, rteam_highest_champ_lvl, rteam_best_kda, rteam_total_kills, rteam_total_assists, rteam_total_gold_earned, rteam_total_gold_spent, rteam_vision_score, rteam_wards_placed, rteam_wards_killed, rteam_total_minions_killed, rteam_total_dmg_dealt, rteam_total_dmg_dealt_to_champions, rteam_total_dmg_taken, rteam_total_dmg_healed, rteam_total_dmg_self_mitigated, rteam_total_crowd_control_dealt, winning_team
1961,1,0,0,0,1,1,2,3,2,10,8,3,18,4.8,40,62,69215,63808,185,78,29,761,791769,114492,129539,34722,109496,805,0,3,0,0,2,5,3,17,4.75,27,56,60266,57405,150,70,24,745,746774,91677,146278,43181,127008,1086,0
926,1,1,1,1,1,0,0,0,0,1,2,1,10,3.5,7,12,25896,23600,56,26,5,337,213450,25743,41681,6181,21450,253,0,2,0,1,2,8,2,12,10.0,16,19,30405,27151,47,27,3,392,258520,29571,41852,13479,31907,482,1
1210,0,1,1,0,0,0,1,0,2,5,4,2,14,12.0,15,17,37688,32145,85,36,10,493,391642,45717,49286,19508,31387,796,0,0,0,0,0,2,1,13,1.5,7,9,31749,26475,58,28,6,484,347673,32723,58778,11036,33718,660,0
1415,1,1,0,1,1,0,1,1,1,6,6,2,14,15.0,25,44,46466,42025,105,40,20,487,463207,65303,72729,22221,61354,1154,0,3,0,1,4,3,2,14,2.3333333333333335,14,19,41841,37600,132,62,17,561,432621,48536,83968,14226,53931,386,0
1245,1,1,1,1,0,0,0,0,0,0,0,1,11,1.0,4,5,28943,28060,63,34,8,429,304230,27879,53974,15627,28990,526,0,2,0,2,6,6,1,14,11.0,14,22,41928,37608,95,38,11,601,484000,37921,47186,16064,43661,616,1
1661,0,0,0,1,1,1,3,1,1,10,5,3,15,27.0,34,73,59129,52970,139,53,16,598,648561,81282,100672,67659,100856,1228,0,1,0,1,3,5,2,14,2.3333333333333335,19,34,48903,47415,133,53,20,540,478777,68768,94995,22994,90442,1250,0
1679,0,1,1,0,0,0,1,0,2,3,5,2,15,3.5,25,32,49081,46200,151,56,16,577,476493,70509,117925,18198,89615,838,1,3,3,0,11,5,2,16,25.0,31,55,60085,53623,125,62,13,635,726591,97409,99131,32089,44318,1457,1
1117,0,1,1,1,0,0,2,0,0,6,3,1,13,12.0,17,24,39159,34333,91,40,10,488,355156,35883,54425,27748,35895,792,0,0,0,0,0,2,2,11,2.0,7,7,28291,26250,60,23,9,424,257508,26434,49686,9723,30957,515,0
947,1,1,0,0,0,0,0,1,1,8,6,2,11,10.0,13,21,33305,25535,46,23,2,363,296992,30412,42931,15865,25951,618,0,1,0,0,0,2,2,11,2.0,4,2,20067,16325,37,108,3,266,152416,22368,39150,11154,25654,109,0
1219,1,1,1,0,1,0,0,0,1,0,3,2,12,2.0,15,20,34241,30200,88,42,15,390,311389,50959,77909,18347,42279,339,0,3,0,1,4,6,2,13,9.0,26,30,41124,39358,82,37,6,440,377513,59836,80080,30881,58281,699,1
1202,1,1,0,0,1,0,1,2,2,9,7,3,13,20.0,27,41,43708,34875,90,40,9,475,382412,64934,75400,35299,61468,1195,0,1,0,0,0,3,1,11,2.3333333333333335,11,11,30168,28810,73,35,8,375,268101,46726,76418,8253,56292,676,0
2096,1,0,0,0,0,1,1,1,2,7,9,3,17,5.0,34,63,66780,63210,159,67,16,655,781928,111632,176097,61698,146966,597,1,4,1,0,7,5,3,16,5.8,38,86,69711,62905,153,61,18,659,789968,143656,140744,48317,166477,1502,1
2021,0,1,0,1,1,1,4,1,1,9,5,4,17,10.0,36,68,68544,62550,212,81,42,758,848790,103616,133075,43495,172842,2775,1,1,0,1,3,4,2,17,3.0,19,41,60445,57733,200,97,33,752,783730,99203,133084,40732,94111,1053,0
1493,1,1,1,0,1,0,2,0,1,2,4,1,13,2.5,17,26,41087,38980,118,55,10,494,417113,61941,110506,24460,68307,880,0,1,3,1,11,8,3,16,22.0,33,42,53090,42900,132,49,18,562,538012,91582,82152,28500,60080,820,1
1269,1,1,1,0,0,0,0,0,1,2,2,1,13,1.6666666666666667,9,13,34544,30450,106,46,13,424,352513,43951,77502,27083,60695,533,1,3,0,1,5,6,2,14,20.0,23,50,42962,37300,101,45,14,462,387557,56353,59543,29224,48576,715,1
1129,0,1,1,1,0,0,3,0,1,4,8,2,13,13.0,24,34,41789,35550,87,41,8,540,467270,58789,50794,17059,39513,1283,0,0,0,1,0,2,1,12,1.0,5,5,26997,22875,43,19,10,409,274173,27428,71345,17173,56024,940,0
1711,1,1,1,1,0,0,1,0,0,1,5,3,17,3.0,30,44,53966,49158,125,64,8,682,604017,91661,133389,47160,104131,771,1,3,3,2,10,6,4,17,7.0,39,70,63927,59075,165,63,19,612,618437,103219,127375,37238,138609,2082,1
1777,1,0,1,0,1,1,0,0,1,5,5,2,15,4.4,30,57,57758,55133,143,71,15,550,566335,82877,119466,19522,120908,1202,0,4,1,0,10,7,3,16,10.0,38,50,63360,57325,167,69,30,694,704033,95745,114739,33004,86030,750,1
2466,1,1,1,1,1,2,3,1,0,7,6,3,18,11.0,40,73,79291,73260,271,103,42,917,978263,127755,214288,83084,246125,3242,1,3,2,1,5,5,2,18,4.8,31,66,76555,72413,251,97,37,837,1111082,182887,165102,45979,141294,1518,0
1476,1,1,1,0,1,0,0,0,1,2,2,1,14,1.0,8,9,38811,34875,106,50,14,600,442477,52249,67290,9208,50113,1271,1,3,0,1,5,6,2,15,13.0,23,29,49118,42175,118,47,18,615,539526,49538,70151,27688,70383,945,1
1872,0,0,0,0,0,2,4,3,2,11,7,2,18,11.0,37,51,69843,61708,177,62,16,813,835856,100368,131138,44413,105542,777,0,0,0,0,2,7,3,17,3.2,20,34,53118,50905,122,63,10,692,667873,95226,125025,46624,68648,1399,0
1197,0,1,0,1,0,0,3,2,1,10,6,2,13,19.0,25,39,45415,36683,90,37,5,502,447229,43852,44929,17166,27699,669,0,0,0,1,0,2,1,11,0.6666666666666666,5,6,28850,26633,60,27,7,395,264599,26455,57880,10467,38153,296,0
1858,0,1,1,0,0,0,1,0,1,3,2,2,16,4.0,16,31,52804,49985,144,54,16,720,651199,85379,115966,29257,101065,1105,2,4,1,1,7,8,3,18,19.0,28,59,60036,50045,154,63,16,620,681218,88177,113873,44501,145133,1735,1
1778,0,1,1,1,1,0,2,0,0,2,3,2,17,2.3333333333333335,14,22,49206,46260,147,57,17,748,652001,53119,103909,46606,76061,1103,1,2,5,2,11,5,2,17,5.5,19,26,58981,57325,127,56,14,676,769600,71813,102551,46450,83541,1059,1
1885,1,0,0,1,1,1,4,1,0,8,5,2,17,5.666666666666667,25,36,62957,57125,181,73,37,704,766436,83764,96219,37744,78691,916,0,1,0,2,4,4,2,16,3.0,20,30,55396,55353,164,78,24,642,615577,60990,112526,26893,99999,1586,0
1397,0,0,0,0,1,1,3,1,1,8,7,2,16,22.0,44,53,55945,48050,130,53,10,508,528923,84382,94161,29482,66883,823,0,0,0,0,0,5,2,14,1.2,16,18,38540,36650,106,41,19,475,368588,62573,100014,31644,64504,474,0
1599,0,1,1,0,0,0,1,0,1,3,3,2,15,2.0,15,20,47161,43458,113,59,21,629,538299,50688,117227,49640,82738,1077,1,3,3,0,11,4,2,16,6.5,25,40,56065,48723,202,71,28,673,650351,90402,77721,30395,47794,921,1
2170,1,1,1,1,0,0,1,0,0,3,3,2,16,2.0,21,33,59228,56468,209,100,49,741,694454,103559,141872,32717,115396,1440,2,4,1,2,8,7,2,18,10.5,34,74,68731,63505,290,127,44,664,783700,107234,138433,58043,154072,1732,1
1337,1,1,1,0,1,0,1,0,1,2,2,2,13,1.75,11,13,35708,33295,71,39,0,447,344256,34509,77430,10380,43624,931,1,2,0,1,5,7,2,15,12.0,24,24,47478,39975,116,40,14,543,537280,60471,60726,18279,37299,502,1
1899,1,0,1,1,1,1,0,0,0,2,4,2,16,4.333333333333333,18,32,54122,51535,161,97,20,689,626679,72150,111016,24555,101972,1104,1,4,2,2,8,6,2,18,10.5,28,45,65026,59000,183,64,36,737,828089,84371,96633,31081,96246,1061,1
1831,1,0,0,1,1,2,3,3,1,10,4,2,17,7.0,28,51,65488,59125,192,81,37,653,677256,72757,105009,40486,126390,1303,0,2,0,1,2,4,2,15,3.25,23,43,54541,51750,158,70,31,709,636458,80981,97881,31169,81276,1339,0
938,1,1,1,0,1,0,0,0,1,0,0,1,10,3.0,4,5,23524,20085,50,24,9,336,219146,18450,38317,7506,22037,629,0,2,0,0,3,5,2,12,7.0,13,11,31746,24193,62,30,8,422,289908,27175,34630,12308,23576,758,1
1979,1,1,0,1,0,0,3,1,0,7,10,4,16,27.0,43,96,66558,61708,198,88,29,591,693113,116832,125005,52817,123256,1075,1,2,0,1,3,6,2,17,2.125,28,39,62895,61475,184,84,19,650,733952,98057,152200,31712,121314,759,0
1115,1,1,1,0,1,0,1,0,1,2,7,2,13,14.0,18,31,36324,28825,69,36,8,422,338272,39329,57047,32788,28632,504,0,2,0,1,3,7,2,11,12.0,14,28,33211,31993,73,32,10,412,300618,37804,54313,8661,28224,564,0
1729,0,0,1,1,1,1,1,0,0,0,5,2,15,2.7142857142857144,22,52,51231,48893,110,59,15,572,552907,90057,132289,37067,101968,818,1,3,4,2,9,9,4,16,15.5,43,75,65680,63405,156,62,21,500,538104,101085,109070,23742,120337,1090,1
1463,0,0,0,0,1,1,2,2,1,9,10,3,14,10.333333333333334,43,62,51945,46675,121,46,13,400,446562,92113,107148,39545,94998,1084,0,1,0,0,0,3,2,13,1.7142857142857142,20,29,40193,36910,81,43,12,412,373514,72098,112061,37675,81760,1252,0
1817,0,0,1,1,0,2,4,3,0,11,14,2,17,13.0,33,58,61818,55476,181,74,20,661,718111,87102,116426,47743,73830,984,0,0,1,2,5,2,1,17,1.5,12,19,53114,51685,150,67,19,655,749578,71294,126577,33736,100950,1157,0
2681,1,0,0,0,1,3,3,4,1,11,6,2,18,5.4,41,97,86770,81600,267,113,38,795,1084390,163557,162422,41823,218137,2036,0,4,0,0,5,5,2,18,4.0,34,57,80937,78000,278,103,38,1001,1215014,120201,207955,65761,225530,1395,0
1158,1,1,1,1,1,0,0,0,0,0,3,1,11,2.5,7,14,29850,28945,97,40,13,453,303255,29181,59884,14317,34813,728,0,2,1,2,6,4,2,13,11.0,18,19,39407,31460,78,34,13,474,398427,42645,49963,20751,29490,635,1
1382,1,1,1,1,1,0,1,0,0,0,5,1,13,1.5,17,26,36818,34845,119,56,14,452,318369,53862,90166,13771,67414,1003,1,2,2,2,11,10,2,15,15.0,34,41,56837,47205,102,47,15,620,581030,78352,87089,25916,55505,877,1
1822,1,0,0,1,1,1,2,2,1,10,5,3,17,6.333333333333333,39,59,63701,56800,213,90,37,636,639195,100951,109829,34516,100921,1324,0,2,0,1,2,5,2,16,3.0,26,47,54917,51755,151,78,22,637,609459,83498,126623,28903,102160,1393,0
965,1,1,1,1,1,0,0,0,0,0,0,0,10,0,0,0,18990,17924,28,127,3,274,178157,18570,32566,6948,15180,272,0,1,1,1,7,7,2,12,7.0,16,10,33690,28635,55,25,6,456,271063,23668,32615,14508,16450,438,1
1774,0,1,0,1,0,0,3,1,1,8,4,2,16,8.0,26,44,58061,50900,226,98,30,704,690004,84166,106693,32667,66272,833,1,1,0,1,3,6,3,16,3.0,24,38,55862,54960,155,75,37,733,611522,81954,111436,26182,88901,871,0
1679,1,1,1,0,1,0,0,0,2,2,2,1,14,1.6666666666666667,10,15,43796,41710,143,58,26,573,491952,61529,118230,28715,84108,1099,0,4,1,0,8,10,3,16,22.0,28,62,54675,45640,159,74,23,636,620530,91102,102034,61346,97994,987,1
1115,0,1,1,1,1,0,1,0,0,1,2,1,12,1.0,6,9,29793,26655,80,48,10,476,295959,24665,51442,10343,24871,885,0,1,0,2,5,5,2,13,11.0,19,20,39426,35275,109,53,17,525,346772,39966,41463,6014,33972,603,1
1702,1,1,0,0,0,0,2,1,2,9,4,2,16,6.666666666666667,32,46,62436,58110,180,78,19,678,744878,90238,107346,30216,59391,604,1,2,0,0,6,4,2,16,4.25,25,43,56486,52720,164,69,33,664,601327,74092,110252,33486,68049,1105,0
1304,1,1,1,1,0,0,0,0,0,3,2,1,14,2.0,11,13,37217,34300,98,47,8,550,347930,52633,75085,12725,52506,899,0,2,0,2,6,10,3,13,15.0,26,36,46166,41850,92,39,13,533,507706,61488,75868,23096,63448,821,1
1984,0,1,1,1,1,0,3,0,0,4,3,2,15,3.3333333333333335,24,40,58199,55350,198,88,33,657,669780,94761,110900,31050,71279,1082,2,1,1,1,8,7,3,17,7.333333333333333,33,51,71286,63535,195,84,31,690,693108,83548,124369,35561,125364,1123,1
1707,1,1,1,1,1,0,0,0,0,3,5,2,14,4.666666666666667,18,39,50173,48233,155,74,32,680,570907,76163,91764,21299,87897,1181,1,3,1,2,10,7,2,16,9.0,27,38,58613,49350,184,85,26,680,666928,65762,108482,26904,95371,809,1
988,1,1,1,1,1,0,1,0,0,0,3,3,10,2.5,6,11,24754,22975,75,36,5,329,236558,24741,52932,10778,35588,704,0,1,0,2,2,5,1,11,9.0,16,20,30961,26375,57,29,4,382,287898,36862,41737,16090,23677,536,1
1181,1,1,1,1,1,0,0,0,0,1,2,1,13,1.0,7,6,31638,30160,79,46,8,477,319367,34777,69833,13362,38455,589,0,2,0,1,4,6,2,13,12.0,24,22,41435,35550,104,48,19,533,407779,54697,56159,17093,47703,675,1
1546,0,0,0,0,1,1,1,2,2,11,7,3,14,9.0,30,49,52713,46575,118,55,14,551,516522,68052,78335,20879,57282,1093,0,3,0,0,1,2,2,14,2.6,20,25,45671,39458,123,61,15,583,460469,54806,86694,14898,54702,717,0
1107,0,1,1,0,1,0,1,0,1,1,3,2,11,1.6666666666666667,12,17,30519,25868,65,34,4,377,277134,36791,58261,17737,26849,703,0,1,0,0,1,7,2,12,12.0,21,28,37235,32575,69,34,4,383,278808,42389,56284,17683,34123,945,1
1835,0,0,0,0,0,2,4,3,2,11,15,4,17,25.0,53,92,68964,64685,170,60,25,547,662424,122522,130699,31304,134759,1571,0,0,0,0,3,4,2,16,1.8571428571428572,22,40,54562,52298,157,78,19,654,678585,92006,151164,31757,115402,1583,0
1167,1,1,1,1,0,0,1,0,0,3,4,2,11,2.5,17,24,36275,34600,89,32,17,392,271442,36232,56609,8218,32972,677,0,1,1,2,7,7,3,12,11.0,20,40,41147,33325,91,43,9,426,361336,40803,57539,14898,45728,718,1
1444,0,1,1,1,0,0,2,0,0,5,6,2,14,8.5,36,57,51766,46110,152,66,18,543,509529,77212,83027,18937,80775,1005,0,1,0,1,2,4,3,14,2.0,18,28,43541,42605,112,50,13,511,411952,65384,90369,29423,52554,481,0
968,0,1,0,0,1,0,1,1,1,10,7,3,12,12.0,28,32,41039,35060,74,34,3,433,353085,37622,47078,10914,26151,625,0,0,0,0,0,0,1,10,0.8,7,8,23797,21100,34,18,4,310,197799,23969,45842,5309,22709,694,0
1218,0,1,1,1,1,0,2,0,0,1,3,1,12,2.5,8,6,32852,30675,98,46,14,511,334888,23272,49020,12909,31609,951,0,1,0,2,4,6,2,14,11.0,16,18,40071,34108,119,54,17,567,401331,30774,42255,14991,24550,635,1
2134,1,1,0,0,1,0,4,2,2,11,10,2,18,7.333333333333333,34,57,74032,66050,252,103,44,883,1075249,114744,127974,30129,126659,1210,2,2,0,0,4,6,2,18,3.75,22,44,64451,61616,198,94,34,838,845042,99809,146800,41729,143450,872,0
1326,1,1,1,1,0,0,0,0,0,2,3,1,13,1.25,8,12,36208,34260,114,53,19,553,373124,37954,70899,13157,53460,652,0,2,1,2,9,8,2,14,17.0,20,42,47102,38825,131,49,31,588,530794,54700,61754,46079,42290,1168,1
1711,1,1,1,0,0,0,1,0,2,3,2,2,15,1.5,21,26,51997,50585,132,51,19,622,596478,86599,127370,34379,74009,703,1,3,2,0,10,8,3,16,17.5,45,84,62784,55375,149,71,15,594,563765,104576,113855,34132,117122,1325,1
1898,0,0,0,0,1,1,4,2,2,11,9,3,16,6.25,48,67,67770,62975,156,66,19,596,704329,112999,154623,55070,162519,1257,0,1,0,0,3,4,2,16,2.0,27,40,60937,59780,172,83,23,682,669055,117059,135755,25133,75679,1442,0
1958,1,0,1,0,0,1,2,0,1,4,5,3,16,4.25,23,33,60395,58560,239,117,42,750,685916,70310,116951,24391,86344,717,1,2,1,1,7,4,3,17,5.0,31,62,65839,58258,217,92,47,773,818420,95204,96409,23800,74528,1057,1
2500,1,0,0,0,0,3,3,5,2,11,13,4,18,5.6,48,74,87414,96193,282,125,48,822,1148391,172778,205906,93651,173508,1117,0,3,0,0,3,7,2,18,3.2857142857142856,39,60,80970,76458,203,95,44,1023,1220966,164262,211684,79112,212131,1948,0
1603,1,1,1,1,1,0,0,0,1,2,4,2,14,1.6666666666666667,21,27,48107,46058,127,58,16,568,497077,68091,122511,25529,62539,957,1,4,1,1,8,6,4,16,8.0,42,51,58798,53375,129,51,20,527,589868,99831,101185,32094,76019,919,1
1429,1,1,1,0,0,0,0,0,1,3,4,1,14,2.6666666666666665,19,27,44143,41633,107,52,13,533,430189,68825,103125,23914,70252,519,1,4,1,0,7,11,3,15,7.666666666666667,30,53,52072,45545,136,56,20,554,549612,82279,91155,19651,72608,963,1
1716,1,0,0,0,1,1,2,2,2,11,7,2,18,12.5,31,44,62142,55830,161,76,26,716,707247,103336,96927,30126,93685,1551,0,2,0,0,1,4,2,15,5.0,18,34,48751,46160,140,67,26,669,548294,70331,125077,32858,91640,987,0
1839,0,0,1,1,1,1,2,0,0,2,8,3,17,3.5714285714285716,30,41,58937,56055,162,64,27,664,727309,97091,128459,27657,110868,1022,1,2,3,2,10,5,3,17,13.0,42,73,65903,55500,156,80,22,639,604807,102434,121091,30783,112007,1597,1
1846,1,0,0,0,1,1,2,1,2,7,10,2,18,9.666666666666666,37,68,65739,62258,166,85,25,722,760556,97589,130753,30708,138817,1218,0,2,0,0,3,5,2,16,2.3333333333333335,23,37,55786,54468,235,83,34,725,670386,99641,122257,20480,90526,1293,0
1524,1,1,1,0,0,0,0,0,1,0,2,2,15,1.6,11,19,38419,34962,112,71,10,510,380859,43445,80010,17667,64929,590,1,3,1,1,8,9,4,14,20.0,23,49,51037,45725,165,61,29,562,527723,66763,74482,32559,63239,1095,1
805,1,1,0,0,0,0,0,1,1,8,7,2,11,11.0,18,18,32773,23675,51,24,4,360,255255,26081,26323,11120,17033,437,0,1,0,0,0,0,1,9,0.3333333333333333,1,2,17173,14850,38,20,2,254,131934,15417,36071,6359,18646,213,0
1535,0,1,0,1,0,0,4,1,1,8,9,3,15,17.0,31,60,52563,48608,131,58,18,634,567470,74287,111020,55841,72813,883,0,0,0,1,1,3,1,14,1.3333333333333333,11,12,42697,40225,126,58,9,579,484608,69276,92680,16859,64886,870,0
918,1,1,1,1,0,0,0,0,0,0,3,1,10,1.0,7,6,23244,22135,49,30,5,331,194606,29992,45380,5817,28505,680,0,1,0,0,4,6,2,12,11.0,25,26,36389,30500,64,29,14,383,266121,33164,45237,15689,24574,611,1
2002,1,1,1,0,0,0,2,0,2,6,5,1,17,6.5,28,46,61373,60650,237,113,31,733,724433,95928,140310,35235,99556,849,1,3,1,0,10,4,3,17,3.0,25,41,65318,60225,238,91,40,791,835513,111164,128173,45693,117651,1352,1
1377,1,1,1,0,0,0,0,0,1,3,4,2,13,1.6666666666666667,17,25,42848,38910,80,32,13,568,430926,47949,83104,13368,70819,726,1,3,1,1,7,8,2,15,19.0,31,52,52007,49050,118,58,13,497,494574,63246,66212,17326,69515,907,1
1359,0,1,1,1,0,0,2,0,0,2,7,2,13,19.0,24,49,42795,38691,119,57,21,545,418948,50357,67490,19008,51228,926,0,1,0,1,1,2,1,13,2.0,8,14,37083,34800,106,59,16,552,436703,44452,71369,20306,47906,444,0
1055,0,1,1,1,1,0,2,0,0,0,6,2,11,7.0,8,9,27076,23300,52,31,3,388,244972,22071,45877,8038,33295,510,0,0,1,1,9,5,2,13,8.0,18,16,37909,30500,104,41,12,505,330024,32412,39178,8829,24641,390,1
1429,0,0,0,0,0,1,3,1,2,10,7,2,15,18.0,22,47,50120,44658,123,59,13,581,519089,53807,58394,17485,56444,746,0,0,0,0,2,2,1,15,2.0,9,11,38703,36700,107,46,16,588,416912,34008,70926,12224,44986,1056,0
866,1,1,1,1,1,0,0,0,0,0,0,1,8,1.0,5,7,20120,15950,49,30,7,251,134772,19060,39200,6743,21815,309,0,1,1,1,7,10,2,11,10.0,22,24,33068,27560,59,31,6,348,214874,27959,31579,8534,16598,270,1
1286,1,1,1,1,0,0,0,0,0,1,2,1,12,1.0,7,10,32062,28960,90,40,11,482,321282,38407,66093,14809,38726,443,1,3,0,1,5,4,2,14,12.0,21,24,42097,37940,99,44,12,470,412076,47530,62817,33992,46804,734,1
1819,1,1,1,0,1,0,1,0,1,3,6,2,16,3.0,26,42,54596,52220,172,84,50,688,602517,86739,108245,13798,88235,1595,1,4,1,1,7,7,3,18,9.0,34,56,64639,57710,252,106,51,730,749034,91168,111730,31835,76722,859,1
1320,0,1,0,0,0,0,3,2,1,7,8,2,15,14.0,21,30,43676,41018,86,37,11,589,461626,49428,54685,16395,40749,446,0,0,0,0,1,0,1,14,3.0,5,7,32455,30465,88,43,13,547,367191,27151,65828,12997,34903,1364,0
2158,1,0,0,0,1,2,1,3,1,10,6,2,18,3.4285714285714284,52,67,79718,76375,192,74,29,747,946562,143430,158437,34904,111482,1439,0,3,0,0,1,8,3,18,4.0,43,71,68219,65285,168,83,17,806,793269,121612,165963,38902,95076,1357,0
1171,0,1,1,0,0,0,1,0,2,1,0,1,11,0.8,7,10,30081,28110,69,31,9,423,282958,32144,68074,11795,30864,534,0,2,1,0,5,11,3,13,20.0,28,50,44050,41728,91,41,9,443,416799,52747,51838,19500,34635,931,1
1225,1,1,1,0,0,0,1,0,1,8,5,2,15,5.0,24,12,42456,38900,77,31,14,522,425225,55610,85168,24231,59489,785,0,1,0,0,0,5,2,13,3.0,14,12,33309,29420,79,43,12,401,322282,55293,70839,22353,48796,785,0
1857,1,1,0,1,0,0,0,1,0,6,7,2,18,6.0,23,29,56844,53516,178,84,28,761,656635,68525,151544,42226,138284,797,1,4,2,1,9,7,4,17,5.666666666666667,28,41,66230,57125,200,82,37,867,891345,118753,92440,22398,112477,941,1
1487,0,1,1,0,0,0,3,0,2,6,5,2,15,7.5,28,34,50106,43800,148,62,24,631,517821,68198,81768,22777,65619,589,0,0,0,0,0,0,1,13,2.3333333333333335,12,23,41403,38900,149,65,22,563,428339,57616,86823,19334,52832,940,0
2208,0,1,0,1,1,1,5,1,0,8,7,2,18,13.5,36,57,73928,65075,260,96,42,938,974449,102218,115068,27727,125290,1028,1,0,0,2,6,2,2,18,2.0,17,27,66845,66985,220,81,38,912,870323,83623,129737,30405,95752,1443,0
1584,1,1,1,1,0,0,0,0,0,2,3,1,14,2.0,10,18,44051,41550,104,62,24,672,542227,55230,84346,16295,69374,987,1,4,1,1,9,5,3,17,16.0,24,34,58627,49670,187,67,33,762,791345,63714,89068,33787,65206,767,1
1226,1,1,1,1,0,0,0,0,0,1,3,1,12,2.5,9,10,31646,27983,82,39,7,482,294928,25098,58723,8655,36377,489,0,2,0,1,5,8,2,13,15.0,22,35,41175,37425,67,35,8,473,427227,42454,42596,19752,30055,687,1
1244,1,1,1,1,1,0,0,0,0,0,3,1,12,1.0,6,7,29955,26968,96,54,18,471,309469,34134,68232,12479,43863,747,0,2,0,1,5,12,2,13,19.0,28,45,41624,39250,125,70,25,466,357691,53711,51254,11205,44470,849,1
1881,0,0,0,1,1,2,4,3,1,10,6,2,18,8.333333333333334,35,59,67067,60500,190,69,26,658,741884,104400,135942,39424,91069,1277,0,1,0,1,2,5,2,16,2.8333333333333335,29,53,56327,53133,129,69,18,608,621694,94284,134944,30629,113909,1370,0
946,1,1,1,0,0,0,0,0,1,1,0,1,13,2.0,5,2,25424,20285,66,34,16,401,233934,17025,35760,7479,25196,485,0,2,0,0,1,5,2,12,8.0,15,18,29930,25650,76,45,10,387,263633,22764,26781,6531,16061,577,1
1212,0,1,1,1,0,0,2,0,0,4,5,2,13,7.0,16,18,36974,33183,80,37,18,456,376038,44430,47939,16054,27663,627,0,0,0,1,3,2,1,12,3.0,8,11,34426,30750,119,54,16,516,338723,27746,62553,19491,30204,916,0
1775,1,0,0,0,1,1,1,2,1,9,7,3,17,10.0,24,54,58770,54475,191,80,28,687,632159,67328,76881,22627,69500,929,0,3,0,1,1,3,2,15,1.8333333333333333,14,24,49054,47093,127,62,21,682,640180,55953,91095,29568,60902,807,0
2046,0,0,0,1,1,1,2,1,0,7,8,3,18,26.0,29,58,64978,62635,192,91,26,713,682406,88810,122306,33158,120858,991,0,3,0,1,5,4,2,17,3.0,22,42,61507,60458,223,76,40,762,790537,89767,123346,34695,88826,833,0
1341,0,1,1,1,1,0,1,0,1,1,3,1,12,1.75,13,17,36380,33075,75,35,10,490,397404,47623,70802,16391,35866,581,0,2,0,1,4,6,3,14,10.0,26,39,45347,40260,107,58,7,521,444955,53949,70011,21051,51865,920,1
2108,0,0,1,1,1,2,3,1,0,6,7,2,18,3.8,25,44,66305,63408,281,108,38,810,887088,109667,141597,42928,112618,1390,0,3,2,1,10,8,5,17,7.0,28,61,67815,61803,192,108,25,799,849039,107741,139681,61661,151922,1150,1
1324,0,1,1,1,1,0,1,0,0,1,2,1,13,1.0,14,12,35750,34070,104,51,19,467,385029,49035,82881,18250,52531,476,0,1,1,2,10,12,2,15,27.0,35,49,53143,47550,124,58,13,528,478001,64684,67249,24909,41561,941,1
1190,1,1,1,1,1,0,0,0,0,0,2,2,12,2.0,9,19,30349,26925,61,40,12,397,278296,35166,62669,13797,34014,793,0,3,0,1,5,6,4,14,14.0,28,34,42765,41300,137,56,23,475,442533,48150,55356,18079,34881,674,1
1082,0,1,0,0,0,0,3,2,2,8,6,2,12,15.0,26,40,43477,35433,98,44,18,493,372810,41523,49239,12061,33310,735,0,0,0,0,0,2,1,11,1.0,9,10,30146,28160,65,40,13,412,267320,27077,56726,8270,27709,497,0
1489,0,1,1,1,0,0,1,0,0,0,2,1,14,2.0,13,15,39581,35093,128,64,20,575,418728,50138,92875,17402,48073,806,0,2,1,2,7,6,2,15,13.0,31,33,49380,44811,133,55,18,609,569874,72842,79144,17945,54974,410,1
1548,1,1,0,1,1,0,3,2,1,10,5,1,16,7.0,27,44,53582,47060,146,52,22,686,619104,79202,72148,20716,47578,661,0,1,0,1,2,3,1,14,2.3333333333333335,15,19,44046,42785,126,56,23,588,478666,48467,94858,23672,60743,759,0
1230,0,1,0,0,0,0,3,3,2,11,7,2,14,11.0,19,22,41840,38238,86,44,10,456,400936,37141,52835,15750,37708,558,0,0,0,0,0,2,2,12,2.3333333333333335,9,11,29769,25445,68,26,8,381,245710,28974,49638,8060,34551,325,0
1968,0,1,0,1,1,0,3,4,1,10,8,4,17,9.5,34,62,65260,60160,181,83,26,636,650714,78216,105695,47298,54645,699,2,2,0,1,4,8,3,17,4.0,22,36,61665,59770,189,75,35,703,716171,78320,106406,22089,69281,999,0
